  1979.08904 02 02  0.1682   1
  1979.09178 02 03  0.1694   1
  1979.09452 02 04  0.1694   1
  1979.09726 02 05  0.1700   1
  1979.10000 02 06  0.1688  17
  1979.10274 02 07  0.1705   1
  1979.10548 02 08  0.1710   1
  1979.10822 02 09  0.1690  17
  1979.11096 02 10  0.1687   1
  1979.11370 02 11  0.1672   1
  1979.11644 02 12  0.1671   1
  1979.11918 02 13  0.1690  17
  1979.12192 02 14  0.1662   1
  1979.12466 02 15  0.1669   1
  1979.12740 02 16  0.1673   1
  1979.13014 02 17  0.1687   1
  1979.13288 02 18  0.1722  17
  1979.13562 02 19  0.1704   1
  1979.13836 02 20  0.1700   1
  1979.14110 02 21  0.1714  17
  1979.14384 02 22  0.1675   1
  1979.14658 02 23  0.1668   1
  1979.14932 02 24  0.1655   1
  1979.15205 02 25  0.1659  17
  1979.15479 02 26  0.1647   1
  1979.15753 02 27  0.1657   1
  1979.16027 02 28  0.1664   1
  1979.16301 03 01  0.1669   1
  1979.16575 03 02  0.1689   1
  1979.16849 03 03  0.1695   1
  1979.17123 03 04  0.1698   1
  1979.17397 03 05  0.1659  17
  1979.17671 03 06  0.1694   1
  1979.17945 03 07  0.1690   1
  1979.18219 03 08  0.1682   1
  1979.18493 03 09  0.1663  17
  1979.18767 03 10  0.1670   1
  1979.19041 03 11  0.1665  17
  1979.19315 03 12  0.1683   1
  1979.19589 03 13  0.1684   1
  1979.19863 03 14  0.1688   1
  1979.20137 03 15  0.1693   1
  1979.20411 03 16  0.1664  17
  1979.20685 03 17  0.1663  17
  1979.20959 03 18  0.1701   1
  1979.21233 03 19  0.1695   1
  1979.21507 03 20  0.1683   1
  1979.21781 03 21  0.1664  17
  1979.22055 03 22  0.1671   1
  1979.22329 03 23  0.1668  17
  1979.22603 03 24  0.1670   1
  1979.22877 03 25  0.1669   1
  1979.23151 03 26  0.1670   1
  1979.23425 03 27  0.1677   1
  1979.23699 03 28  0.1679   1
  1979.23973 03 29  0.1694   1
  1979.24247 03 30  0.1702   1
  1979.24521 03 31  0.1715   1
  1979.24795 04 01  0.1716   1
  1979.25068 04 02  0.1713   1
  1979.25342 04 03  0.1706   1
  1979.25616 04 04  0.1682   1
  1979.25890 04 05  0.1660  17
  1979.26164 04 06  0.1646   1
  1979.26438 04 07  0.1641   1
  1979.26712 04 08  0.1637   1
  1979.26986 04 09  0.1632   1
  1979.27260 04 10  0.1638   1
  1979.27534 04 11  0.1644   1
  1979.27808 04 12  0.1648  17
  1979.28082 04 13  0.1678   1
  1979.28356 04 14  0.1646  17
  1979.28630 04 15  0.1644  17
  1979.28904 04 16  0.1675   1
  1979.29178 04 17  0.1667   1
  1979.29452 04 18  0.1652   1
  1979.29726 04 19  0.1640   1
  1979.30000 04 20  0.1623   1
  1979.30274 04 21  0.1618   1
  1979.30548 04 22  0.1635  17
  1979.30822 04 23  0.1615   1
  1979.31096 04 24  0.1645  17
  1979.31370 04 25  0.1651  17
  1979.31644 04 26  0.1657  17
  1979.31918 04 27  0.1679   1
  1979.32192 04 28  0.1687   1
  1979.32466 04 29  0.1682   1
  1979.32740 04 30  0.1661  17
  1979.33014 05 01  0.1676   1
  1979.33288 05 02  0.1666   1
  1979.33562 05 03  0.1649   1
  1979.33836 05 04  0.1650  17
  1979.34110 05 05  0.1650  17
  1979.34384 05 06  0.1637   1
  1979.34658 05 07  0.1640   1
  1979.34932 05 08  0.1655  17
  1979.35205 05 09  0.1664   1
  1979.35479 05 10  0.1680   1
  1979.35753 05 11  0.1683   1
  1979.36027 05 12  0.1659  17
  1979.36301 05 13  0.1693   1
  1979.36575 05 14  0.1690   1
  1979.36849 05 15  0.1686   1
  1979.37123 05 16  0.1671   1
  1979.37397 05 17  0.1656   1
  1979.37671 05 18  0.1641   1
  1979.37945 05 19  0.1634   1
  1979.38219 05 20  0.1636  17
  1979.38493 05 21  0.1633  17
  1979.38767 05 22  0.1627   1
  1979.39041 05 23  0.1628  17
  1979.39315 05 24  0.1627  17
  1979.39589 05 25  0.1671   1
  1979.39863 05 26  0.1669   1
  1979.40137 05 27  0.1664   1
  1979.40411 05 28  0.1627  17
  1979.40685 05 29  0.1633  17
  1979.40959 05 30  0.1651   1
  1979.41233 05 31  0.1644   1
  1979.41507 06 01  0.1670  17
  1979.41781 06 02  0.1655   1
  1979.42055 06 03  0.1668   1
  1979.42329 06 04  0.1692   1
  1979.42603 06 05  0.1719  17
  1979.42877 06 06  0.1707   1
  1979.43151 06 07  0.1724   1
  1979.43425 06 08  0.1731  17
  1979.43699 06 09  0.1727  17
  1979.43973 06 10  0.1698   1
  1979.44247 06 11  0.1676   1
  1979.44521 06 12  0.1665   1
  1979.44795 06 13  0.1682  17
  1979.45068 06 14  0.1637   1
  1979.45342 06 15  0.1628   1
  1979.45616 06 16  0.1628   1
  1979.45890 06 17  0.1634  17
  1979.46164 06 18  0.1629   1
  1979.46438 06 19  0.1625   1
  1979.46712 06 20  0.1617  17
  1979.46986 06 21  0.1614  17
  1979.47260 06 22  0.1643   1
  1979.47534 06 23  0.1637   1
  1979.47808 06 24  0.1614  17
  1979.48082 06 25  0.1617  17
  1979.48356 06 26  0.1642   1
  1979.48630 06 27  0.1649   1
  1979.48904 06 28  0.1637  17
  1979.49178 06 29  0.1646  17
  1979.49452 06 30  0.1657  17
  1979.49726 07 01  0.1669   1
  1979.50000 07 02  0.1693   1
  1979.50274 07 03  0.1687  17
  1979.50548 07 04  0.1717   1
  1979.50822 07 05  0.1723   1
  1979.51096 07 06  0.1693  17
  1979.51370 07 07  0.1690  17
  1979.51644 07 08  0.1703   1
  1979.51918 07 09  0.1688   1
  1979.52192 07 10  0.1665   1
  1979.52466 07 11  0.1658  17
  1979.52740 07 12  0.1640   1
  1979.53014 07 13  0.1628   1
  1979.53288 07 14  0.1614   1
  1979.53562 07 15  0.1624  17
  1979.53836 07 16  0.1612   1
  1979.54110 07 17  0.1617   1
  1979.54384 07 18  0.1615  17
  1979.54658 07 19  0.1616  17
  1979.54932 07 20  0.1630   1
  1979.55205 07 21  0.1635   1
  1979.55479 07 22  0.1628   1
  1979.55753 07 23  0.1632  17
  1979.56027 07 24  0.1635  17
  1979.56301 07 25  0.1630   1
  1979.56575 07 26  0.1646   1
  1979.56849 07 27  0.1634  17
  1979.57123 07 28  0.1659   1
  1979.57397 07 29  0.1652   1
  1979.57671 07 30  0.1662   1
  1979.57945 07 31  0.1623  17
  1979.58219 08 01  0.1659   1
  1979.58493 08 02  0.1648   1
  1979.58767 08 03  0.1651   1
  1979.59041 08 04  0.1615  17
  1979.59315 08 05  0.1631   1
  1979.59589 08 06  0.1632   1
  1979.59863 08 07  0.1621  17
  1979.60137 08 08  0.1623  17
  1979.60411 08 09  0.1633   1
  1979.60685 08 10  0.1636   1
  1979.60959 08 11  0.1637   1
  1979.61233 08 12  0.1627  17
  1979.61507 08 13  0.1639   1
  1979.61781 08 14  0.1641   1
  1979.62055 08 15  0.1646   1
  1979.62329 08 16  0.1644  17
  1979.62603 08 17  0.1643   1
  1979.62877 08 18  0.1648   1
  1979.63151 08 19  0.1655   1
  1979.63425 08 20  0.1683  17
  1979.63699 08 21  0.1693  17
  1979.63973 08 22  0.1681   1
  1979.64247 08 23  0.1688   1
  1979.64521 08 24  0.1710  17
  1979.64795 08 25  0.1692   1
  1979.65068 08 26  0.1693   1
  1979.65342 08 27  0.1689   1
  1979.65616 08 28  0.1692  17
  1979.65890 08 29  0.1682   1
  1979.66164 08 30  0.1675   1
  1979.66438 08 31  0.1667   1
  1979.66712 09 01  0.1663  17
  1979.66986 09 02  0.1650   1
  1979.67260 09 03  0.1646   1
  1979.67534 09 04  0.1659  17
  1979.67808 09 05  0.1660  17
  1979.68082 09 06  0.1662  17
  1979.68356 09 07  0.1661   1
  1979.68630 09 08  0.1659   1
  1979.68904 09 09  0.1666  17
  1979.69178 09 10  0.1666  17
  1979.69452 09 11  0.1667  17
  1979.69726 09 12  0.1662   1
  1979.70000 09 13  0.1671  17
  1979.70274 09 14  0.1675  17
  1979.70548 09 15  0.1669   1
  1979.70822 09 16  0.1669   1
  1979.71096 09 17  0.1691  17
  1979.71370 09 18  0.1679   1
  1979.71644 09 19  0.1696   1
  1979.71918 09 20  0.1695   1
  1979.72192 09 21  0.1708  17
  1979.72466 09 22  0.1708   1
  1979.72740 09 23  0.1714   1
  1979.73014 09 24  0.1718   1
  1979.73288 09 25  0.1718  17
  1979.73562 09 26  0.1716   1
  1979.73836 09 27  0.1701   1
  1979.74110 09 28  0.1680   1
  1979.74384 09 29  0.1713  17
  1979.74658 09 30  0.1661   1
  1979.74932 10 01  0.1657   1
  1979.75205 10 02  0.1696  17
  1979.75479 10 03  0.1690  17
  1979.75753 10 04  0.1654   1
  1979.76027 10 05  0.1659   1
  1979.76301 10 06  0.1665   1
  1979.76575 10 07  0.1682  17
  1979.76849 10 08  0.1667   1
  1979.77123 10 09  0.1690  17
  1979.77397 10 10  0.1678   1
  1979.77671 10 11  0.1701  17
  1979.77945 10 12  0.1677   1
  1979.78219 10 13  0.1696   1
  1979.78493 10 14  0.1699   1
  1979.78767 10 15  0.1719  17
  1979.79041 10 16  0.1720   1
  1979.79315 10 17  0.1727   1
  1979.79589 10 18  0.1733   1
  1979.79863 10 19  0.1719  17
  1979.80137 10 20  0.1717  17
  1979.80411 10 21  0.1714  17
  1979.80685 10 22  0.1725   1
  1979.80959 10 23  0.1705  17
  1979.81233 10 24  0.1699   1
  1979.81507 10 25  0.1679   1
  1979.81781 10 26  0.1677   1
  1979.82055 10 27  0.1695  17
  1979.82329 10 28  0.1669   1
  1979.82603 10 29  0.1672   1
  1979.82877 10 30  0.1680   1
  1979.83151 10 31  0.1695  17
  1979.83425 11 01  0.1695   1
  1979.83699 11 02  0.1698   1
  1979.83973 11 03  0.1705  17
  1979.84247 11 04  0.1717  17
  1979.84521 11 05  0.1702   1
  1979.84795 11 06  0.1720   1
  1979.85068 11 07  0.1775  17
  1979.85342 11 08  0.1793  17
  1979.85616 11 09  0.1742   1
  1979.85890 11 10  0.1805  17
  1979.86164 11 11  0.1767   1
  1979.86438 11 12  0.1784  17
  1979.86712 11 13  0.1759   1
  1979.86986 11 14  0.1758   1
  1979.87260 11 15  0.1734  17
  1979.87534 11 16  0.1722  17
  1979.87808 11 17  0.1732   1
  1979.88082 11 18  0.1703  17
  1979.88356 11 19  0.1701   1
  1979.88630 11 20  0.1684  17
  1979.88904 11 21  0.1664   1
  1979.89178 11 22  0.1654   1
  1979.89452 11 23  0.1648   1
  1979.89726 11 24  0.1649  17
  1979.90000 11 25  0.1641   1
  1979.90274 11 26  0.1640   1
  1979.90548 11 27  0.1643   1
  1979.90822 11 28  0.1630  17
  1979.91096 11 29  0.1631   1
  1979.91370 11 30  0.1634   1
  1979.91644 12 01  0.1639   1
  1979.91918 12 02  0.1657  17
  1979.92192 12 03  0.1670  17
  1979.92466 12 04  0.1679   1
  1979.92740 12 05  0.1701   1
  1979.93014 12 06  0.1704   1
  1979.93288 12 07  0.1705  17
  1979.93562 12 08  0.1741   1
  1979.93836 12 09  0.1756   1
  1979.94110 12 10  0.1711  17
  1979.94384 12 11  0.1764   1
  1979.94658 12 12  0.1775   1
  1979.94932 12 13  0.1769   1
  1979.95205 12 14  0.1707  17
  1979.95479 12 15  0.1730   1
  1979.95753 12 16  0.1714   1
  1979.96027 12 17  0.1690   1
  1979.96301 12 18  0.1672  17
  1979.96575 12 19  0.1645   1
  1979.96849 12 20  0.1656  17
  1979.97123 12 21  0.1625   1
  1979.97397 12 22  0.1646  17
  1979.97671 12 23  0.1615   1
  1979.97945 12 24  0.1618   1
  1979.98219 12 25  0.1620   1
  1979.98493 12 26  0.1635  17
  1979.98767 12 27  0.1636  17
  1979.99041 12 28  0.1623   1
  1979.99315 12 29  0.1642   1
  1979.99589 12 30  0.1655  17
  1979.99863 12 31  0.1671   1
  1980.00137 01 01  0.1680   1
  1980.00410 01 02  0.1677  17
  1980.00683 01 03  0.1684  17
  1980.00956 01 04  0.1720   1
  1980.01230 01 05  0.1695  17
  1980.01503 01 06  0.1747   1
  1980.01776 01 07  0.1709  17
  1980.02049 01 08  0.1716  17
  1980.02322 01 09  0.1738   1
  1980.02596 01 10  0.1736   1
  1980.02869 01 11  0.1722  17
  1980.03142 01 12  0.1734   1
  1980.03415 01 13  0.1717   1
  1980.03689 01 14  0.1692  17
  1980.03962 01 15  0.1680  17
  1980.04235 01 16  0.1669   1
  1980.04508 01 17  0.1665   1
  1980.04781 01 18  0.1660   1
  1980.05055 01 19  0.1643  17
  1980.05328 01 20  0.1632   1
  1980.05601 01 21  0.1622   1
  1980.05874 01 22  0.1629   1
  1980.06148 01 23  0.1639  17
  1980.06421 01 24  0.1630   1
  1980.06694 01 25  0.1625   1
  1980.06967 01 26  0.1625   1
  1980.07240 01 27  0.1662  17
  1980.07514 01 28  0.1642   1
  1980.07787 01 29  0.1669   1
  1980.08060 01 30  0.1673   1
  1980.08333 01 31  0.1688  17
  1980.08607 02 01  0.1711   1
  1980.08880 02 02  0.1713   1
  1980.09153 02 03  0.1720   1
  1980.09426 02 04  0.1704  17
  1980.09699 02 05  0.1716   1
  1980.09973 02 06  0.1705   1
  1980.10246 02 07  0.1704   1
  1980.10519 02 08  0.1697  17
  1980.10792 02 09  0.1673   1
  1980.11066 02 10  0.1662   1
  1980.11339 02 11  0.1659   1
  1980.11612 02 12  0.1690  17
  1980.11885 02 13  0.1671   1
  1980.12158 02 14  0.1670   1
  1980.12432 02 15  0.1674   1
  1980.12705 02 16  0.1671  17
  1980.12978 02 17  0.1676   1
  1980.13251 02 18  0.1670   1
  1980.13525 02 19  0.1661   1
  1980.13798 02 20  0.1646  17
  1980.14071 02 21  0.1646   1
  1980.14344 02 22  0.1629   1
  1980.14617 02 23  0.1636  17
  1980.14891 02 24  0.1635  17
  1980.15164 02 25  0.1637  17
  1980.15437 02 26  0.1634   1
  1980.15710 02 27  0.1658   1
  1980.15984 02 28  0.1644  17
  1980.16257 02 29  0.1693   1
  1980.16530 03 01  0.1691   1
  1980.16803 03 02  0.1692   1
  1980.17077 03 03  0.1644  17
  1980.17350 03 04  0.1683   1
  1980.17623 03 05  0.1677   1
  1980.17896 03 06  0.1668   1
  1980.18169 03 07  0.1636  17
  1980.18443 03 08  0.1642   1
  1980.18716 03 09  0.1636   1
  1980.18989 03 10  0.1636   1
  1980.19262 03 11  0.1617  17
  1980.19536 03 12  0.1641   1
  1980.19809 03 13  0.1610  17
  1980.20082 03 14  0.1642   1
  1980.20355 03 15  0.1608  17
  1980.20628 03 16  0.1631   1
  1980.20902 03 17  0.1638   1
  1980.21175 03 18  0.1633   1
  1980.21448 03 19  0.1624  17
  1980.21721 03 20  0.1644   1
  1980.21995 03 21  0.1639   1
  1980.22268 03 22  0.1646   1
  1980.22541 03 23  0.1644  17
  1980.22814 03 24  0.1657   1
  1980.23087 03 25  0.1673   1
  1980.23361 03 26  0.1691   1
  1980.23634 03 27  0.1667  17
  1980.23907 03 28  0.1712   1
  1980.24180 03 29  0.1709   1
  1980.24454 03 30  0.1708   1
  1980.24727 03 31  0.1664  17
  1980.25000 04 01  0.1682   1
  1980.25273 04 02  0.1665   1
  1980.25546 04 03  0.1644   1
  1980.25820 04 04  0.1638   1
  1980.26093 04 05  0.1635   1
  1980.26366 04 06  0.1702  17
  1980.26639 04 07  0.1646   1
  1980.26913 04 08  0.1722  17
  1980.27186 04 09  0.1665   1
  1980.27459 04 10  0.1674   1
  1980.27732 04 11  0.1688   1
  1980.28005 04 12  0.1721  17
  1980.28279 04 13  0.1696   1
  1980.28552 04 14  0.1693   1
  1980.28825 04 15  0.1685   1
  1980.29098 04 16  0.1686  17
  1980.29372 04 17  0.1669   1
  1980.29645 04 18  0.1668   1
  1980.29918 04 19  0.1680   1
  1980.30191 04 20  0.1682  17
  1980.30464 04 21  0.1688   1
  1980.30738 04 22  0.1683   1
  1980.31011 04 23  0.1671  17
  1980.31284 04 24  0.1668  17
  1980.31557 04 25  0.1687   1
  1980.31831 04 26  0.1691   1
  1980.32104 04 27  0.1683   1
  1980.32377 04 28  0.1677  17
  1980.32650 04 29  0.1663   1
  1980.32923 04 30  0.1649   1
  1980.33197 05 01  0.1661   1
  1980.33470 05 02  0.1694  17
  1980.33743 05 03  0.1662   1
  1980.34016 05 04  0.1674   1
  1980.34290 05 05  0.1683   1
  1980.34563 05 06  0.1686  17
  1980.34836 05 07  0.1685   1
  1980.35109 05 08  0.1690   1
  1980.35383 05 09  0.1701   1
  1980.35656 05 10  0.1670  17
  1980.35929 05 11  0.1669  17
  1980.36202 05 12  0.1669  17
  1980.36475 05 13  0.1660   1
  1980.36749 05 14  0.1674  17
  1980.37022 05 15  0.1674   1
  1980.37295 05 16  0.1682   1
  1980.37568 05 17  0.1692  17
  1980.37842 05 18  0.1702  17
  1980.38115 05 19  0.1694   1
  1980.38388 05 20  0.1699   1
  1980.38661 05 21  0.1715   1
  1980.38934 05 22  0.1739   1
  1980.39208 05 23  0.1738   1
  1980.39481 05 24  0.1770  17
  1980.39754 05 25  0.1741   1
  1980.40027 05 26  0.1769  17
  1980.40301 05 27  0.1727   1
  1980.40574 05 28  0.1721   1
  1980.40847 05 29  0.1710   1
  1980.41120 05 30  0.1712  17
  1980.41393 05 31  0.1678   1
  1980.41667 06 01  0.1660   1
  1980.41940 06 02  0.1644   1
  1980.42213 06 03  0.1658  17
  1980.42486 06 04  0.1640   1
  1980.42760 06 05  0.1644   1
  1980.43033 06 06  0.1633   1
  1980.43306 06 07  0.1646  17
  1980.43579 06 08  0.1628   1
  1980.43852 06 09  0.1639   1
  1980.44126 06 10  0.1640   1
  1980.44399 06 11  0.1655  17
  1980.44672 06 12  0.1658   1
  1980.44945 06 13  0.1670   1
  1980.45219 06 14  0.1671   1
  1980.45492 06 15  0.1668  17
  1980.45765 06 16  0.1671   1
  1980.46038 06 17  0.1688   1
  1980.46311 06 18  0.1691   1
  1980.46585 06 19  0.1698  17
  1980.46858 06 20  0.1712   1
  1980.47131 06 21  0.1715   1
  1980.47404 06 22  0.1721   1
  1980.47678 06 23  0.1721   1
  1980.47951 06 24  0.1715   1
  1980.48224 06 25  0.1706   1
  1980.48497 06 26  0.1696   1
  1980.48770 06 27  0.1692  17
  1980.49044 06 28  0.1673   1
  1980.49317 06 29  0.1661   1
  1980.49590 06 30  0.1647   1
  1980.49863 07 01  0.1642  17
  1980.50137 07 02  0.1628   1
  1980.50410 07 03  0.1622   1
  1980.50683 07 04  0.1615   1
  1980.50956 07 05  0.1623  17
  1980.51230 07 06  0.1624  17
  1980.51503 07 07  0.1617   1
  1980.51776 07 08  0.1618   1
  1980.52049 07 09  0.1634  17
  1980.52322 07 10  0.1625   1
  1980.52596 07 11  0.1632   1
  1980.52869 07 12  0.1646   1
  1980.53142 07 13  0.1673  17
  1980.53415 07 14  0.1681   1
  1980.53689 07 15  0.1697   1
  1980.53962 07 16  0.1716   1
  1980.54235 07 17  0.1720  17
  1980.54508 07 18  0.1738   1
  1980.54781 07 19  0.1748   1
  1980.55055 07 20  0.1756   1
  1980.55328 07 21  0.1754   2
  1980.55601 07 22  0.1735   1
  1980.55874 07 23  0.1719   1
  1980.56148 07 24  0.1703   1
  1980.56421 07 25  0.1695   2
  1980.56694 07 26  0.1683   1
  1980.56967 07 27  0.1673   1
  1980.57240 07 28  0.1660   1
  1980.57514 07 29  0.1658   2
  1980.57787 07 30  0.1636   1
  1980.58060 07 31  0.1628   1
  1980.58333 08 01  0.1625   1
  1980.58607 08 02  0.1618   2
  1980.58880 08 03  0.1610   1
  1980.59153 08 04  0.1604   1
  1980.59426 08 05  0.1602   1
  1980.59699 08 06  0.1599   2
  1980.59973 08 07  0.1613   1
  1980.60246 08 08  0.1628   1
  1980.60519 08 09  0.1646   1
  1980.60792 08 10  0.1648   2
  1980.61066 08 11  0.1675   1
  1980.61339 08 12  0.1688   1
  1980.61612 08 13  0.1702   1
  1980.61885 08 14  0.1702   2
  1980.62158 08 15  0.1712   1
  1980.62432 08 16  0.1715   1
  1980.62705 08 17  0.1711   1
  1980.62978 08 18  0.1712   2
  1980.63251 08 19  0.1696   1
  1980.63525 08 20  0.1686   1
  1980.63798 08 21  0.1675   1
  1980.64071 08 22  0.1670   2
  1980.64344 08 23  0.1648   1
  1980.64617 08 24  0.1641   1
  1980.64891 08 25  0.1627   1
  1980.65164 08 26  0.1621   2
  1980.65437 08 27  0.1621   1
  1980.65710 08 28  0.1625   1
  1980.65984 08 29  0.1627   1
  1980.66257 08 30  0.1633   2
  1980.66530 08 31  0.1642   1
  1980.66803 09 01  0.1649   1
  1980.67077 09 02  0.1660   1
  1980.67350 09 03  0.1664   2
  1980.67623 09 04  0.1680   1
  1980.67896 09 05  0.1685   1
  1980.68169 09 06  0.1690   1
  1980.68443 09 07  0.1694   2
  1980.68716 09 08  0.1692   1
  1980.68989 09 09  0.1687   1
  1980.69262 09 10  0.1684   1
  1980.69536 09 11  0.1693   2
  1980.69809 09 12  0.1682   1
  1980.70082 09 13  0.1678   1
  1980.70355 09 14  0.1671   1
  1980.70628 09 15  0.1667   2
  1980.70902 09 16  0.1660   1
  1980.71175 09 17  0.1654   1
  1980.71448 09 18  0.1648   1
  1980.71721 09 19  0.1643   2
  1980.71995 09 20  0.1640   1
  1980.72268 09 21  0.1633   1
  1980.72541 09 22  0.1631   1
  1980.72814 09 23  0.1632   2
  1980.73087 09 24  0.1638   1
  1980.73361 09 25  0.1644   1
  1980.73634 09 26  0.1649   1
  1980.73907 09 27  0.1652   2
  1980.74180 09 28  0.1661   1
  1980.74454 09 29  0.1669   1
  1980.74727 09 30  0.1675   1
  1980.75000 10 01  0.1676   2
  1980.75273 10 02  0.1676   1
  1980.75546 10 03  0.1676   1
  1980.75820 10 04  0.1675   1
  1980.76093 10 05  0.1672   2
  1980.76366 10 06  0.1668   1
  1980.76639 10 07  0.1669   1
  1980.76913 10 08  0.1679   1
  1980.77186 10 09  0.1683   2
  1980.77459 10 10  0.1696   1
  1980.77732 10 11  0.1703   1
  1980.78005 10 12  0.1709   1
  1980.78279 10 13  0.1714   2
  1980.78552 10 14  0.1705   1
  1980.78825 10 15  0.1697   1
  1980.79098 10 16  0.1689   1
  1980.79372 10 17  0.1674   1
  1980.79645 10 18  0.1666   1
  1980.79918 10 19  0.1663   1
  1980.80191 10 20  0.1661   1
  1980.80464 10 21  0.1665   2
  1980.80738 10 22  0.1668   1
  1980.81011 10 23  0.1664   1
  1980.81284 10 24  0.1663   1
  1980.81557 10 25  0.1666   2
  1980.81831 10 26  0.1660   1
  1980.82104 10 27  0.1663   1
  1980.82377 10 28  0.1665   1
  1980.82650 10 29  0.1662   2
  1980.82923 10 30  0.1674   1
  1980.83197 10 31  0.1681   1
  1980.83470 11 01  0.1690   1
  1980.83743 11 02  0.1711  17
  1980.84016 11 03  0.1704   1
  1980.84290 11 04  0.1707   1
  1980.84563 11 05  0.1712   1
  1980.84836 11 06  0.1721   2
  1980.85109 11 07  0.1713   1
  1980.85383 11 08  0.1710   1
  1980.85656 11 09  0.1701   1
  1980.85929 11 10  0.1696   2
  1980.86202 11 11  0.1687   1
  1980.86475 11 12  0.1672   1
  1980.86749 11 13  0.1659   1
  1980.87022 11 14  0.1655   2
  1980.87295 11 15  0.1649   1
  1980.87568 11 16  0.1647   1
  1980.87842 11 17  0.1647   1
  1980.88115 11 18  0.1648   2
  1980.88388 11 19  0.1651   1
  1980.88661 11 20  0.1658   1
  1980.88934 11 21  0.1657   1
  1980.89208 11 22  0.1647  17
  1980.89481 11 23  0.1657   1
  1980.89754 11 24  0.1652   1
  1980.90027 11 25  0.1654   1
  1980.90301 11 26  0.1663  17
  1980.90574 11 27  0.1662   1
  1980.90847 11 28  0.1669   1
  1980.91120 11 29  0.1676   1
  1980.91393 11 30  0.1684  17
  1980.91667 12 01  0.1706   1
  1980.91940 12 02  0.1714   1
  1980.92213 12 03  0.1712   1
  1980.92486 12 04  0.1673  17
